date,ticker,company,daily_return,rolling_volatility_5,moving_avg_10,macd,rsi_14,volume_change,avg_volume_10,best_buy_sell_spread,close_to_best_buy,market_type_NM,asset_type_ON,day_of_week,price_momentum_5,high_breakout_20,bollinger_upper,stochastic_14
2025-01-29 00:00:00,PETR4,PETROBRAS,-0.008064516129032372,0.010786196705437836,37.061,0.06178116469225614,51.0273972602739,-0.3409384650474083,24460950.0,0.00999999999999801,0.0,0,0,2,-0.005122674575357369,0,37.52028805532593,39.3939393939393
2025-01-30 00:00:00,PETR4,PETROBRAS,0.0094492440604752,0.011437445680619295,37.095000000000006,0.0885278757184409,56.797583081571034,0.6982707477313177,24879230.0,0.00999999999999801,0.0,0,0,3,0.015204995927233296,0,37.5803972750214,100.0
2025-01-31 00:00:00,PETR4,PETROBRAS,0.00802353570473381,0.010929805307041211,37.144,0.13240603534615758,58.90804597701146,0.19824039332384524,24589600.0,0.00999999999999801,0.0002653927813162954,0,0,4,0.028657205240174594,1,37.6642014201109,100.0
2025-02-03 00:00:00,PETR4,PETROBRAS,-0.006885593220338931,0.008857470975208703,37.165000000000006,0.1501179149935581,59.94152046783627,-0.32844555781108276,25686080.0,0.00999999999999801,0.0002667377967457458,0,0,0,0.008606777837547076,0,37.63538917270057,81.90476190476207
2025-02-04 00:00:00,PETR4,PETROBRAS,-0.004557640750670097,0.008456610155233654,37.148,0.13276832879144962,47.59036144578319,0.3783604527767952,26753890.0,0.010000000000005116,0.0002693965517242758,0,0,1,0.0,0,37.64060967845947,46.666666666666984
2025-02-05 00:00:00,PETR4,PETROBRAS,-0.0051282051282050675,0.00787376699181249,37.125,0.09612385722237349,47.16417910447764,-0.4010026159001233,26624650.0,0.00999999999999801,0.0,0,0,2,-0.001084010840108378,0,37.625869215851054,20.9523809523809
2025-02-06 00:00:00,PETR4,PETROBRAS,-0.001357220412595121,0.0059388308607818486,37.120999999999995,0.06073432699336223,43.73088685015283,-0.1473918928129777,25703320.0,0.00999999999999801,0.0002718868950516044,0,0,3,-0.01604707140946781,0,37.62923451934237,14.285714285714189
2025-02-07 00:00:00,PETR4,PETROBRAS,-0.007596310363537741,0.0024353198971170387,37.114999999999995,0.015563221235666447,39.528023598820035,0.22420113747972858,26225540.0,0.010000000000005116,0.0,0,0,4,-0.02945078270098168,0,37.65764013397027,0.0
2025-02-10 00:00:00,PETR4,PETROBRAS,0.0005433306166801418,0.0032178559302522627,37.08,-6.158494186081498e-05,43.52617079889808,-0.18449812721853476,24992900.0,0.00999999999999801,0.00027159152634432404,0,0,0,-0.01786666666666671,0,37.65707052882259,22.522522522522532
2025-02-11 00:00:00,PETR4,PETROBRAS,-0.004863550391785996,0.0032429694043933505,37.05,-0.012302540380751736,46.19883040935665,-0.0491326008247871,23893160.0,0.010000000000005116,0.0,0,0,1,-0.008079719903043476,0,37.656667295028065,22.522522522522532
2025-02-12 00:00:00,PETR4,PETROBRAS,-0.01009549795361521,0.004364345104226543,36.988,-0.06562747651799583,42.58760107816714,1.2475833568932226,25809170.0,0.020000000000003126,0.000551571980143495,0,0,2,-0.015735214324470927,0,37.69600968954878,0.0
2025-02-13 00:00:00,PETR4,PETROBRAS,0.003314917127071752,0.005582217850316159,36.881,-0.10346749797574972,45.50561797752808,-0.5891474527961033,24252700.0,0.020000000000003126,0.0005509641873279098,0,0,3,-0.012775210655069282,0,37.72939555462725,2.83687943262406
2025-02-14 00:00:00,PETR4,PETROBRAS,0.027442371020856202,0.014461426516395391,36.856,-0.042590392303317515,53.14009661835747,1.6266179411515638,24580420.0,0.05000000000000426,0.0010695187165775174,0,0,4,0.02351011481683979,0,37.76328928088621,82.26950354609924
2025-02-17 00:00:00,PETR4,PETROBRAS,0.0007970244420829207,0.014449916029532541,36.873,0.023938284702758494,56.249999999999986,-0.43913496354347503,24354180.0,0.00999999999999801,0.0,0,0,0,0.022807493890849944,0,37.83010451010692,98.58156028368822
2025-02-18 00:00:00,PETR4,PETROBRAS,0.016967126193001076,0.014656052633833329,36.995999999999995,0.13083182612115962,65.27196652719667,0.9483621635006545,25331410.0,0.02999999999999403,0.0005216484089722489,0,0,1,0.04154222101547655,1,38.076004613115835,100.0
2025-02-19 00:00:00,PETR4,PETROBRAS,0.008659144581474635,0.010881727621550543,37.153999999999996,0.2194711326327763,62.0137299771167,-0.2590496248519152,26542250.0,0.00999999999999801,0.00026021337496742156,0,0,2,0.05953693495038579,1,38.3154068169312,100.0
2025-02-20 00:00:00,PETR4,PETROBRAS,0.0020822488287349896,0.011123006017649364,37.325,0.29120311200644977,59.80629539951578,-0.18399176677427853,27455130.0,0.030000000000001137,0.0007798284377437259,0,0,3,0.060022026431718056,0,38.53559646262063,100.0
2025-02-21 00:00:00,PETR4,PETROBRAS,-0.0036335323124837937,0.008020510080671433,37.50599999999999,0.33530989798860134,60.98765432098767,0.13039953155263273,28322780.0,0.00999999999999801,0.0002605523710265245,0,0,4,0.0253739316239317,0,38.691018209338715,95.04504504504507
2025-02-24 00:00:00,PETR4,PETROBRAS,-0.009870129870129937,0.010457848035901912,37.635,0.3445068397354305,62.53164556962018,-0.075871984911274,29357480.0,0.020000000000003126,0.0002623983206506956,0,0,0,0.01194584550039808,0,38.78259648796142,82.88288288288275
2025-02-25 00:00:00,PETR4,PETROBRAS,-0.00445960125918139,0.007060374066347586,37.747,0.33422516344323583,64.15584415584422,0.14842096563817142,30891140.0,0.010000000000005116,0.00026357406431220653,0,0,1,-0.010688216892596365,0,38.843087356852784,75.22522522522534
2025-02-26 00:00:00,PETR4,PETROBRAS,-0.007843137254901886,0.004576940843051172,37.914,0.32236088528332374,65.34391534391543,-0.14207046735229611,29896710.0,0.00999999999999801,0.0,0,0,2,-0.012747138397502468,0,38.89562561167062,75.22522522522534
2025-02-27 00:00:00,PETR4,PETROBRAS,0.006875687568756876,0.006473514612362856,37.943,0.20249729543971284,50.30549898167007,3.7298524445481798,41330930.0,0.00999999999999801,0.0002732240437157926,0,0,3,-0.04909090909090911,0,38.90486866204138,14.864864864864796
